period,county,subcounty,type,pregnancy
2019Q2,Baringo County,Marigat,Teen pregnancy (15 to 19 years),250
2019Q2,Baringo County,Mogotio,Teen pregnancy (15 to 19 years),206
2019Q2,Baringo County,Tiaty East,Teen pregnancy (15 to 19 years),205
2019Q2,Bomet County,Bomet Central,Teen pregnancy (15 to 19 years),434
2019Q2,Bomet County,Bomet East,Teen pregnancy (15 to 19 years),753
2019Q2,Bomet County,Chepalungu,Teen pregnancy (15 to 19 years),377
2019Q2,Bomet County,Konoin,Teen pregnancy (15 to 19 years),385
2019Q2,Bomet County,Sotik,Teen pregnancy (15 to 19 years),661
2019Q2,Bungoma County,Bumula,Teen pregnancy (15 to 19 years),358
2019Q2,Bungoma County,Cheptais,Teen pregnancy (15 to 19 years),348
2019Q2,Bungoma County,Kabuchai,Teen pregnancy (15 to 19 years),343
2019Q2,Bungoma County,Kanduyi,Teen pregnancy (15 to 19 years),568
2019Q2,Bungoma County,Kimilili,Teen pregnancy (15 to 19 years),567
2019Q2,Bungoma County,Mt Elgon,Teen pregnancy (15 to 19 years),287
2019Q2,Bungoma County,Sirisia,Teen pregnancy (15 to 19 years),236
2019Q2,Bungoma County,Tongaren,Teen pregnancy (15 to 19 years),453
2019Q2,Bungoma County,Webuye East,Teen pregnancy (15 to 19 years),226
2019Q2,Bungoma County,Webuye West,Teen pregnancy (15 to 19 years),324
2019Q2,Busia County,Bunyala,Teen pregnancy (15 to 19 years),141
2019Q2,Busia County,Butula,Teen pregnancy (15 to 19 years),239
2019Q2,Busia County,Matayos,Teen pregnancy (15 to 19 years),411
2019Q2,Busia County,Nambale,Teen pregnancy (15 to 19 years),155
2019Q2,Busia County,Samia,Teen pregnancy (15 to 19 years),163
2019Q2,Busia County,Teso North,Teen pregnancy (15 to 19 years),277
2019Q2,Busia County,Teso South,Teen pregnancy (15 to 19 years),217
2019Q2,Elgeyo Marakwet County,Keiyo North,Teen pregnancy (15 to 19 years),181
2019Q2,Elgeyo Marakwet County,Keiyo South,Teen pregnancy (15 to 19 years),241
2019Q2,Elgeyo Marakwet County,Marakwet East,Teen pregnancy (15 to 19 years),194
2019Q2,Elgeyo Marakwet County,Marakwet West,Teen pregnancy (15 to 19 years),402
2019Q2,Embu County,Manyatta,Teen pregnancy (15 to 19 years),149
2019Q2,Embu County,Mbeere North,Teen pregnancy (15 to 19 years),93
2019Q2,Embu County,Mbeere South,Teen pregnancy (15 to 19 years),166
2019Q2,Embu County,Runyenjes,Teen pregnancy (15 to 19 years),108
2019Q2,Garissa County,Balambala,Teen pregnancy (15 to 19 years),44
2019Q2,Garissa County,Dadaab,Teen pregnancy (15 to 19 years),49
2019Q2,Garissa County,Fafi,Teen pregnancy (15 to 19 years),42
2019Q2,Garissa County,Garissa,Teen pregnancy (15 to 19 years),658
2019Q2,Garissa County,Hulugho,Teen pregnancy (15 to 19 years),0
2019Q2,Garissa County,Ijara,Teen pregnancy (15 to 19 years),79
2019Q2,Garissa County,Lagdera,Teen pregnancy (15 to 19 years),145
2019Q2,Homa Bay County,Homa Bay Town,Teen pregnancy (15 to 19 years),448
2019Q2,Homa Bay County,Kabondo Kasipul,Teen pregnancy (15 to 19 years),360
2019Q2,Homa Bay County,Karachuonyo,Teen pregnancy (15 to 19 years),473
2019Q2,Homa Bay County,Mbita,Teen pregnancy (15 to 19 years),285
2019Q2,Homa Bay County,Ndhiwa,Teen pregnancy (15 to 19 years),770
2019Q2,Homa Bay County,Rachuonyo South,Teen pregnancy (15 to 19 years),341
2019Q2,Homa Bay County,Rangwe,Teen pregnancy (15 to 19 years),415
2019Q2,Homa Bay County,Suba South,Teen pregnancy (15 to 19 years),391
2019Q2,Isiolo County,Garbatulla,Teen pregnancy (15 to 19 years),159
2019Q2,Isiolo County,Isiolo,Teen pregnancy (15 to 19 years),527
2019Q2,Isiolo County,Merti,Teen pregnancy (15 to 19 years),82
2019Q2,Kajiado County,Kajiado Central,Teen pregnancy (15 to 19 years),587
2019Q2,Kajiado County,Kajiado East,Teen pregnancy (15 to 19 years),505
2019Q2,Kajiado County,Kajiado North,Teen pregnancy (15 to 19 years),528
2019Q2,Kajiado County,Kajiado West,Teen pregnancy (15 to 19 years),483
2019Q2,Kajiado County,Loitokitok,Teen pregnancy (15 to 19 years),673
2019Q2,Kakamega County,Butere,Teen pregnancy (15 to 19 years),444
2019Q2,Kakamega County,Ikolomani,Teen pregnancy (15 to 19 years),309
2019Q2,Kakamega County,Khwisero,Teen pregnancy (15 to 19 years),146
2019Q2,Kakamega County,Likuyani,Teen pregnancy (15 to 19 years),271
2019Q2,Kakamega County,Lugari,Teen pregnancy (15 to 19 years),373
2019Q2,Kakamega County,Lurambi,Teen pregnancy (15 to 19 years),204
2019Q2,Kakamega County,Malava,Teen pregnancy (15 to 19 years),614
2019Q2,Kakamega County,Matungu,Teen pregnancy (15 to 19 years),388
2019Q2,Kakamega County,Mumias East,Teen pregnancy (15 to 19 years),364
2019Q2,Kakamega County,Mumias West,Teen pregnancy (15 to 19 years),459
2019Q2,Kakamega County,Navakholo,Teen pregnancy (15 to 19 years),484
2019Q2,Kakamega County,Shinyalu,Teen pregnancy (15 to 19 years),473
2019Q2,Kericho County,Ainamoi,Teen pregnancy (15 to 19 years),413
2019Q2,Kericho County,Belgut,Teen pregnancy (15 to 19 years),271
2019Q2,Kericho County,Bureti,Teen pregnancy (15 to 19 years),663
2019Q2,Kericho County,Kipkelion East,Teen pregnancy (15 to 19 years),340
2019Q2,Kericho County,Kipkelion West,Teen pregnancy (15 to 19 years),387
2019Q2,Kericho County,Sigowet/Soin,Teen pregnancy (15 to 19 years),348
2019Q2,Kiambu County,Gatundu North,Teen pregnancy (15 to 19 years),166
2019Q2,Kiambu County,Gatundu South,Teen pregnancy (15 to 19 years),202
2019Q2,Kiambu County,Githunguri,Teen pregnancy (15 to 19 years),206
2019Q2,Kiambu County,Juja,Teen pregnancy (15 to 19 years),260
2019Q2,Kiambu County,Kabete,Teen pregnancy (15 to 19 years),226
2019Q2,Kiambu County,Kiambaa,Teen pregnancy (15 to 19 years),389
2019Q2,Kiambu County,Kiambu Town,Teen pregnancy (15 to 19 years),80
2019Q2,Kiambu County,Kikuyu,Teen pregnancy (15 to 19 years),190
2019Q2,Kiambu County,Lari,Teen pregnancy (15 to 19 years),209
2019Q2,Kiambu County,Limuru,Teen pregnancy (15 to 19 years),247
2019Q2,Kiambu County,Ruiru,Teen pregnancy (15 to 19 years),592
2019Q2,Kiambu County,Thika Town,Teen pregnancy (15 to 19 years),780
2019Q2,Kilifi County,Ganze,Teen pregnancy (15 to 19 years),211
2019Q2,Kilifi County,Kaloleni,Teen pregnancy (15 to 19 years),275
2019Q2,Kilifi County,Kilifi North,Teen pregnancy (15 to 19 years),371
2019Q2,Kilifi County,Kilifi South,Teen pregnancy (15 to 19 years),372
2019Q2,Kilifi County,Magarini,Teen pregnancy (15 to 19 years),697
2019Q2,Kilifi County,Malindi,Teen pregnancy (15 to 19 years),310
2019Q2,Kilifi County,Rabai,Teen pregnancy (15 to 19 years),132
2019Q2,Kirinyaga County,Kirinyaga Central,Teen pregnancy (15 to 19 years),99
2019Q2,Kirinyaga County,Kirinyaga East,Teen pregnancy (15 to 19 years),99
2019Q2,Kirinyaga County,Kirinyaga North/Mwea West,Teen pregnancy (15 to 19 years),125
2019Q2,Kirinyaga County,Kirinyaga South,Teen pregnancy (15 to 19 years),216
2019Q2,Kirinyaga County,Kirinyaga West,Teen pregnancy (15 to 19 years),136
2019Q2,Kisii County,Bobasi,Teen pregnancy (15 to 19 years),267
2019Q2,Kisii County,Bomachoge Borabu,Teen pregnancy (15 to 19 years),316
2019Q2,Kisii County,Bomachoge Chache,Teen pregnancy (15 to 19 years),239
2019Q2,Kisii County,Bonchari,Teen pregnancy (15 to 19 years),496
2019Q2,Kisii County,Kitutu Chache North,Teen pregnancy (15 to 19 years),291
2019Q2,Kisii County,Kitutu Chache South,Teen pregnancy (15 to 19 years),394
2019Q2,Kisii County,Nyaribari Chache,Teen pregnancy (15 to 19 years),234
2019Q2,Kisii County,Nyaribari Masaba,Teen pregnancy (15 to 19 years),191
2019Q2,Kisii County,South Mugirango,Teen pregnancy (15 to 19 years),393
2019Q2,Kisumu County,Kisumu Central,Teen pregnancy (15 to 19 years),358
2019Q2,Kisumu County,Kisumu East,Teen pregnancy (15 to 19 years),131
2019Q2,Kisumu County,Kisumu West,Teen pregnancy (15 to 19 years),265
2019Q2,Kisumu County,Muhoroni,Teen pregnancy (15 to 19 years),283
2019Q2,Kisumu County,Nyakach,Teen pregnancy (15 to 19 years),379
2019Q2,Kisumu County,Nyando,Teen pregnancy (15 to 19 years),367
2019Q2,Kisumu County,Seme,Teen pregnancy (15 to 19 years),216
2019Q2,Kitui County,Kitui Central,Teen pregnancy (15 to 19 years),279
2019Q2,Kitui County,Kitui East,Teen pregnancy (15 to 19 years),263
2019Q2,Kitui County,Kitui Rural,Teen pregnancy (15 to 19 years),261
2019Q2,Kitui County,Kitui South,Teen pregnancy (15 to 19 years),392
2019Q2,Kitui County,Kitui West,Teen pregnancy (15 to 19 years),230
2019Q2,Kitui County,Mwingi Central,Teen pregnancy (15 to 19 years),401
2019Q2,Kitui County,Mwingi North,Teen pregnancy (15 to 19 years),313
2019Q2,Kitui County,Mwingi West,Teen pregnancy (15 to 19 years),179
2019Q2,Kwale County,Kinango,Teen pregnancy (15 to 19 years),844
2019Q2,Kwale County,Lunga Lunga,Teen pregnancy (15 to 19 years),875
2019Q2,Kwale County,Matuga,Teen pregnancy (15 to 19 years),509
2019Q2,Kwale County,Msambweni,Teen pregnancy (15 to 19 years),473
2019Q2,Laikipia County,Laikipia East,Teen pregnancy (15 to 19 years),203
2019Q2,Laikipia County,Laikipia North,Teen pregnancy (15 to 19 years),329
2019Q2,Laikipia County,Laikipia West,Teen pregnancy (15 to 19 years),844
2019Q2,Lamu County,Lamu East,Teen pregnancy (15 to 19 years),36
2019Q2,Lamu County,Lamu West,Teen pregnancy (15 to 19 years),295
2019Q2,Machakos County,Athi River,Teen pregnancy (15 to 19 years),499
2019Q2,Machakos County,Kalama,Teen pregnancy (15 to 19 years),70
2019Q2,Machakos County,Kangundo,Teen pregnancy (15 to 19 years),185
2019Q2,Machakos County,Kathiani,Teen pregnancy (15 to 19 years),272
2019Q2,Machakos County,Machakos,Teen pregnancy (15 to 19 years),276
2019Q2,Machakos County,Masinga,Teen pregnancy (15 to 19 years),368
2019Q2,Machakos County,Matungulu,Teen pregnancy (15 to 19 years),323
2019Q2,Machakos County,Mwala,Teen pregnancy (15 to 19 years),357
2019Q2,Machakos County,Yatta,Teen pregnancy (15 to 19 years),335
2019Q2,Makueni County,Kaiti,Teen pregnancy (15 to 19 years),177
2019Q2,Makueni County,Kibwezi East,Teen pregnancy (15 to 19 years),356
2019Q2,Makueni County,Kibwezi West,Teen pregnancy (15 to 19 years),375
2019Q2,Makueni County,Kilome,Teen pregnancy (15 to 19 years),219
2019Q2,Makueni County,Makueni,Teen pregnancy (15 to 19 years),349
2019Q2,Makueni County,Mbooni,Teen pregnancy (15 to 19 years),430
2019Q2,Mandera County,Banissa,Teen pregnancy (15 to 19 years),113
2019Q2,Mandera County,Kutulo,Teen pregnancy (15 to 19 years),65
2019Q2,Mandera County,Lafey,Teen pregnancy (15 to 19 years),129
2019Q2,Mandera County,Mandera East,Teen pregnancy (15 to 19 years),122
2019Q2,Mandera County,Mandera North,Teen pregnancy (15 to 19 years),123
2019Q2,Mandera County,Mandera South,Teen pregnancy (15 to 19 years),15
2019Q2,Mandera County,Mandera West,Teen pregnancy (15 to 19 years),392
2019Q2,Marsabit County,Laisamis,Teen pregnancy (15 to 19 years),20
2019Q2,Marsabit County,Moyale,Teen pregnancy (15 to 19 years),498
2019Q2,Marsabit County,North Horr,Teen pregnancy (15 to 19 years),184
2019Q2,Marsabit County,Saku,Teen pregnancy (15 to 19 years),210
2019Q2,Meru County,Buuri,Teen pregnancy (15 to 19 years),199
2019Q2,Meru County,Igembe Central,Teen pregnancy (15 to 19 years),681
2019Q2,Meru County,Igembe North,Teen pregnancy (15 to 19 years),671
2019Q2,Meru County,Igembe South,Teen pregnancy (15 to 19 years),855
2019Q2,Meru County,Imenti Central,Teen pregnancy (15 to 19 years),220
2019Q2,Meru County,Imenti North,Teen pregnancy (15 to 19 years),215
2019Q2,Meru County,Imenti South,Teen pregnancy (15 to 19 years),366
2019Q2,Meru County,Tigania East,Teen pregnancy (15 to 19 years),491
2019Q2,Meru County,Tigania West,Teen pregnancy (15 to 19 years),255
2019Q2,Migori County,Awendo,Teen pregnancy (15 to 19 years),325
2019Q2,Migori County,Kuria East,Teen pregnancy (15 to 19 years),272
2019Q2,Migori County,Kuria West,Teen pregnancy (15 to 19 years),426
2019Q2,Migori County,Nyatike,Teen pregnancy (15 to 19 years),569
2019Q2,Migori County,Rongo,Teen pregnancy (15 to 19 years),282
2019Q2,Migori County,Suna East,Teen pregnancy (15 to 19 years),329
2019Q2,Migori County,Suna West,Teen pregnancy (15 to 19 years),288
2019Q2,Migori County,Uriri,Teen pregnancy (15 to 19 years),365
2019Q2,Mombasa County,Changamwe,Teen pregnancy (15 to 19 years),66
2019Q2,Mombasa County,Jomvu,Teen pregnancy (15 to 19 years),184
2019Q2,Mombasa County,Kisauni,Teen pregnancy (15 to 19 years),128
2019Q2,Mombasa County,Likoni,Teen pregnancy (15 to 19 years),243
2019Q2,Mombasa County,Mvita,Teen pregnancy (15 to 19 years),195
2019Q2,Mombasa County,Nyali,Teen pregnancy (15 to 19 years),117
2019Q2,Muranga County,Gatanga,Teen pregnancy (15 to 19 years),342
2019Q2,Muranga County,Kandara,Teen pregnancy (15 to 19 years),238
2019Q2,Muranga County,Kangema,Teen pregnancy (15 to 19 years),90
2019Q2,Muranga County,Kigumo,Teen pregnancy (15 to 19 years),194
2019Q2,Muranga County,Kiharu,Teen pregnancy (15 to 19 years),268
2019Q2,Muranga County,Mathioya,Teen pregnancy (15 to 19 years),112
2019Q2,Muranga County,Muranga South,Teen pregnancy (15 to 19 years),395
2019Q2,Nairobi County,Dagoretti North,Teen pregnancy (15 to 19 years),520
2019Q2,Nairobi County,Dagoretti South,Teen pregnancy (15 to 19 years),328
2019Q2,Nairobi County,Embakasi Central,Teen pregnancy (15 to 19 years),435
2019Q2,Nairobi County,Embakasi East,Teen pregnancy (15 to 19 years),253
2019Q2,Nairobi County,Embakasi North,Teen pregnancy (15 to 19 years),436
2019Q2,Nairobi County,Embakasi South,Teen pregnancy (15 to 19 years),227
2019Q2,Nairobi County,Embakasi West,Teen pregnancy (15 to 19 years),152
2019Q2,Nairobi County,Kamukunji,Teen pregnancy (15 to 19 years),888
2019Q2,Nairobi County,Kasarani,Teen pregnancy (15 to 19 years),299
2019Q2,Nairobi County,Kibra,Teen pregnancy (15 to 19 years),298
2019Q2,Nairobi County,Langata,Teen pregnancy (15 to 19 years),208
2019Q2,Nairobi County,Makadara,Teen pregnancy (15 to 19 years),582
2019Q2,Nairobi County,Mathare,Teen pregnancy (15 to 19 years),404
2019Q2,Nairobi County,Roysambu,Teen pregnancy (15 to 19 years),233
2019Q2,Nairobi County,Ruaraka,Teen pregnancy (15 to 19 years),642
2019Q2,Nairobi County,Starehe,Teen pregnancy (15 to 19 years),247
2019Q2,Nairobi County,Westlands,Teen pregnancy (15 to 19 years),298
2019Q2,Nakuru County,Gilgil,Teen pregnancy (15 to 19 years),235
2019Q2,Nakuru County,Kuresoi North,Teen pregnancy (15 to 19 years),467
2019Q2,Nakuru County,Kuresoi South,Teen pregnancy (15 to 19 years),406
2019Q2,Nakuru County,Molo,Teen pregnancy (15 to 19 years),290
2019Q2,Nakuru County,Naivasha,Teen pregnancy (15 to 19 years),439
2019Q2,Nakuru County,Nakuru East,Teen pregnancy (15 to 19 years),177
2019Q2,Nakuru County,Nakuru North,Teen pregnancy (15 to 19 years),250
2019Q2,Nakuru County,Nakuru West,Teen pregnancy (15 to 19 years),414
2019Q2,Nakuru County,Njoro,Teen pregnancy (15 to 19 years),599
2019Q2,Nakuru County,Rongai,Teen pregnancy (15 to 19 years),265
2019Q2,Nakuru County,Subukia,Teen pregnancy (15 to 19 years),209
2019Q2,Nandi County,Aldai,Teen pregnancy (15 to 19 years),361
2019Q2,Nandi County,Chesumei,Teen pregnancy (15 to 19 years),220
2019Q2,Nandi County,Emgwen,Teen pregnancy (15 to 19 years),531
2019Q2,Nandi County,Mosop,Teen pregnancy (15 to 19 years),311
2019Q2,Nandi County,Nandi Hills,Teen pregnancy (15 to 19 years),354
2019Q2,Nandi County,Tinderet,Teen pregnancy (15 to 19 years),402
2019Q2,Narok County,Narok East,Teen pregnancy (15 to 19 years),312
2019Q2,Narok County,Narok North,Teen pregnancy (15 to 19 years),643
2019Q2,Narok County,Narok South,Teen pregnancy (15 to 19 years),826
2019Q2,Narok County,Narok West,Teen pregnancy (15 to 19 years),688
2019Q2,Narok County,Transmara East,Teen pregnancy (15 to 19 years),327
2019Q2,Narok County,Transmara West,Teen pregnancy (15 to 19 years),860
2019Q2,Nyamira County,Borabu,Teen pregnancy (15 to 19 years),173
2019Q2,Nyamira County,Manga,Teen pregnancy (15 to 19 years),353
2019Q2,Nyamira County,Masaba North,Teen pregnancy (15 to 19 years),389
2019Q2,Nyamira County,Nyamira North,Teen pregnancy (15 to 19 years),490
2019Q2,Nyamira County,Nyamira,Teen pregnancy (15 to 19 years),690
2019Q2,Nyandarua County,Kinangop,Teen pregnancy (15 to 19 years),351
2019Q2,Nyandarua County,Kipipiri,Teen pregnancy (15 to 19 years),117
2019Q2,Nyandarua County,Ndaragwa,Teen pregnancy (15 to 19 years),118
2019Q2,Nyandarua County,Oljoroorok,Teen pregnancy (15 to 19 years),99
2019Q2,Nyandarua County,Olkalou,Teen pregnancy (15 to 19 years),236
2019Q2,Nyeri County,Kieni East,Teen pregnancy (15 to 19 years),132
2019Q2,Nyeri County,Kieni West,Teen pregnancy (15 to 19 years),88
2019Q2,Nyeri County,Mathira East,Teen pregnancy (15 to 19 years),58
2019Q2,Nyeri County,Mathira West,Teen pregnancy (15 to 19 years),17
2019Q2,Nyeri County,Mukurweini,Teen pregnancy (15 to 19 years),76
2019Q2,Nyeri County,Nyeri Central,Teen pregnancy (15 to 19 years),246
2019Q2,Nyeri County,Nyeri South,Teen pregnancy (15 to 19 years),59
2019Q2,Nyeri County,Tetu,Teen pregnancy (15 to 19 years),59
2019Q2,Samburu County,Samburu Central,Teen pregnancy (15 to 19 years),586
2019Q2,Samburu County,Samburu East,Teen pregnancy (15 to 19 years),318
2019Q2,Samburu County,Samburu North,Teen pregnancy (15 to 19 years),242
2019Q2,Siaya County,Alego Usonga,Teen pregnancy (15 to 19 years),672
2019Q2,Siaya County,Bondo,Teen pregnancy (15 to 19 years),583
2019Q2,Siaya County,Gem,Teen pregnancy (15 to 19 years),548
2019Q2,Siaya County,Rarieda,Teen pregnancy (15 to 19 years),518
2019Q2,Siaya County,Ugenya,Teen pregnancy (15 to 19 years),367
2019Q2,Siaya County,Ugunja,Teen pregnancy (15 to 19 years),352
2019Q2,Taita Taveta County,Mwatate,Teen pregnancy (15 to 19 years),183
2019Q2,Taita Taveta County,Taveta,Teen pregnancy (15 to 19 years),348
2019Q2,Taita Taveta County,Voi,Teen pregnancy (15 to 19 years),277
2019Q2,Taita Taveta County,Wundanyi,Teen pregnancy (15 to 19 years),54
2019Q2,Tana River County,Bura,Teen pregnancy (15 to 19 years),473
2019Q2,Tana River County,Galole,Teen pregnancy (15 to 19 years),468
2019Q2,Tana River County,Garsen,Teen pregnancy (15 to 19 years),433
2019Q2,Tharaka Nithi County,Chuka,Teen pregnancy (15 to 19 years),217
2019Q2,Tharaka Nithi County,Igambangombe,Teen pregnancy (15 to 19 years),123
2019Q2,Tharaka Nithi County,Muthambi,Teen pregnancy (15 to 19 years),78
2019Q2,Tharaka Nithi County,Mwimbi,Teen pregnancy (15 to 19 years),226
2019Q2,Tharaka Nithi County,Tharaka North,Teen pregnancy (15 to 19 years),167
2019Q2,Tharaka Nithi County,Tharaka South,Teen pregnancy (15 to 19 years),191
2019Q2,Trans Nzoia County,Cherangany,Teen pregnancy (15 to 19 years),639
2019Q2,Trans Nzoia County,Endebess,Teen pregnancy (15 to 19 years),568
2019Q2,Trans Nzoia County,Kiminini,Teen pregnancy (15 to 19 years),778
2019Q2,Trans Nzoia County,Kwanza,Teen pregnancy (15 to 19 years),633
2019Q2,Trans Nzoia County,Saboti,Teen pregnancy (15 to 19 years),728
2019Q2,Turkana County,Kibish,Teen pregnancy (15 to 19 years),73
2019Q2,Turkana County,Loima,Teen pregnancy (15 to 19 years),277
2019Q2,Turkana County,Turkana Central,Teen pregnancy (15 to 19 years),555
2019Q2,Turkana County,Turkana East,Teen pregnancy (15 to 19 years),165
2019Q2,Turkana County,Turkana North,Teen pregnancy (15 to 19 years),116
2019Q2,Turkana County,Turkana South,Teen pregnancy (15 to 19 years),439
2019Q2,Turkana County,Turkana West,Teen pregnancy (15 to 19 years),379
2019Q2,Uasin Gishu County,Ainabkoi,Teen pregnancy (15 to 19 years),363
2019Q2,Uasin Gishu County,Kapseret,Teen pregnancy (15 to 19 years),256
2019Q2,Uasin Gishu County,Kesses,Teen pregnancy (15 to 19 years),262
2019Q2,Uasin Gishu County,Moiben,Teen pregnancy (15 to 19 years),503
2019Q2,Uasin Gishu County,Soy,Teen pregnancy (15 to 19 years),574
2019Q2,Uasin Gishu County,Turbo,Teen pregnancy (15 to 19 years),622
2019Q2,Vihiga County,Emuhaya,Teen pregnancy (15 to 19 years),288
2019Q2,Vihiga County,Hamisi,Teen pregnancy (15 to 19 years),602
2019Q2,Vihiga County,Luanda,Teen pregnancy (15 to 19 years),294
2019Q2,Vihiga County,Sabatia,Teen pregnancy (15 to 19 years),210
2019Q2,Vihiga County,Vihiga,Teen pregnancy (15 to 19 years),373
2019Q2,Wajir County,Eldas,Teen pregnancy (15 to 19 years),39
2019Q2,Wajir County,Tarbaj,Teen pregnancy (15 to 19 years),100
2019Q2,Wajir County,Wajir East,Teen pregnancy (15 to 19 years),182
2019Q2,Wajir County,Wajir North,Teen pregnancy (15 to 19 years),125
2019Q2,Wajir County,Wajir South,Teen pregnancy (15 to 19 years),58
2019Q2,Wajir County,Wajir West,Teen pregnancy (15 to 19 years),142
2019Q2,West Pokot County,Pokot Central,Teen pregnancy (15 to 19 years),297
2019Q2,West Pokot County,Pokot North,Teen pregnancy (15 to 19 years),497
2019Q2,West Pokot County,Pokot South,Teen pregnancy (15 to 19 years),552
2019Q2,West Pokot County,West Pokot,Teen pregnancy (15 to 19 years),692
2019Q3,Baringo County,Baringo Central,Teen pregnancy (15 to 19 years),118
2019Q3,Baringo County,Baringo North,Teen pregnancy (15 to 19 years),103
2019Q3,Baringo County,East Pokot,Teen pregnancy (15 to 19 years),213
2019Q3,Baringo County,Koibatek,Teen pregnancy (15 to 19 years),265
2019Q3,Baringo County,Marigat,Teen pregnancy (15 to 19 years),190
2019Q3,Baringo County,Mogotio,Teen pregnancy (15 to 19 years),143
2019Q3,Baringo County,Tiaty East,Teen pregnancy (15 to 19 years),238
2019Q3,Bomet County,Bomet Central,Teen pregnancy (15 to 19 years),477
2019Q3,Bomet County,Bomet East,Teen pregnancy (15 to 19 years),922
2019Q3,Bomet County,Chepalungu,Teen pregnancy (15 to 19 years),552
2019Q3,Bomet County,Konoin,Teen pregnancy (15 to 19 years),345
2019Q3,Bomet County,Sotik,Teen pregnancy (15 to 19 years),696
2019Q3,Bungoma County,Bumula,Teen pregnancy (15 to 19 years),218
2019Q3,Bungoma County,Cheptais,Teen pregnancy (15 to 19 years),397
2019Q3,Bungoma County,Kabuchai,Teen pregnancy (15 to 19 years),300
2019Q3,Bungoma County,Kanduyi,Teen pregnancy (15 to 19 years),550
2019Q3,Bungoma County,Kimilili,Teen pregnancy (15 to 19 years),365
2019Q3,Bungoma County,Mt Elgon,Teen pregnancy (15 to 19 years),259
2019Q3,Bungoma County,Sirisia,Teen pregnancy (15 to 19 years),204
2019Q3,Bungoma County,Tongaren,Teen pregnancy (15 to 19 years),296
2019Q3,Bungoma County,Webuye East,Teen pregnancy (15 to 19 years),159
2019Q3,Bungoma County,Webuye West,Teen pregnancy (15 to 19 years),348
2019Q3,Busia County,Bunyala,Teen pregnancy (15 to 19 years),100
2019Q3,Busia County,Butula,Teen pregnancy (15 to 19 years),229
2019Q3,Busia County,Matayos,Teen pregnancy (15 to 19 years),447
2019Q3,Busia County,Nambale,Teen pregnancy (15 to 19 years),150
2019Q3,Busia County,Samia,Teen pregnancy (15 to 19 years),110
2019Q3,Busia County,Teso North,Teen pregnancy (15 to 19 years),161
2019Q3,Busia County,Teso South,Teen pregnancy (15 to 19 years),182
2019Q3,Elgeyo Marakwet County,Keiyo North,Teen pregnancy (15 to 19 years),235
2019Q3,Elgeyo Marakwet County,Keiyo South,Teen pregnancy (15 to 19 years),316
2019Q3,Elgeyo Marakwet County,Marakwet East,Teen pregnancy (15 to 19 years),190
2019Q3,Elgeyo Marakwet County,Marakwet West,Teen pregnancy (15 to 19 years),416
2019Q3,Embu County,Manyatta,Teen pregnancy (15 to 19 years),179
2019Q3,Embu County,Mbeere North,Teen pregnancy (15 to 19 years),112
2019Q3,Embu County,Mbeere South,Teen pregnancy (15 to 19 years),160
2019Q3,Embu County,Runyenjes,Teen pregnancy (15 to 19 years),143
2019Q3,Garissa County,Balambala,Teen pregnancy (15 to 19 years),120
2019Q3,Garissa County,Dadaab,Teen pregnancy (15 to 19 years),57
2019Q3,Garissa County,Fafi,Teen pregnancy (15 to 19 years),67
2019Q3,Garissa County,Garissa,Teen pregnancy (15 to 19 years),525
2019Q3,Garissa County,Hulugho,Teen pregnancy (15 to 19 years),24
2019Q3,Garissa County,Ijara,Teen pregnancy (15 to 19 years),108
2019Q3,Garissa County,Lagdera,Teen pregnancy (15 to 19 years),114
2019Q3,Homa Bay County,Homa Bay Town,Teen pregnancy (15 to 19 years),346
2019Q3,Homa Bay County,Kabondo Kasipul,Teen pregnancy (15 to 19 years),333
2019Q3,Homa Bay County,Karachuonyo,Teen pregnancy (15 to 19 years),462
2019Q3,Homa Bay County,Mbita,Teen pregnancy (15 to 19 years),251
2019Q3,Homa Bay County,Ndhiwa,Teen pregnancy (15 to 19 years),780
2019Q3,Homa Bay County,Rachuonyo South,Teen pregnancy (15 to 19 years),223
2019Q3,Homa Bay County,Rangwe,Teen pregnancy (15 to 19 years),463
2019Q3,Homa Bay County,Suba South,Teen pregnancy (15 to 19 years),359
2019Q3,Isiolo County,Garbatulla,Teen pregnancy (15 to 19 years),143
2019Q3,Isiolo County,Isiolo,Teen pregnancy (15 to 19 years),484
2019Q3,Isiolo County,Merti,Teen pregnancy (15 to 19 years),93
2019Q3,Kajiado County,Kajiado Central,Teen pregnancy (15 to 19 years),649
2019Q3,Kajiado County,Kajiado East,Teen pregnancy (15 to 19 years),565
2019Q3,Kajiado County,Kajiado North,Teen pregnancy (15 to 19 years),562
2019Q3,Kajiado County,Kajiado West,Teen pregnancy (15 to 19 years),589
2019Q3,Kajiado County,Loitokitok,Teen pregnancy (15 to 19 years),772
2019Q3,Kakamega County,Butere,Teen pregnancy (15 to 19 years),550
2019Q3,Kakamega County,Ikolomani,Teen pregnancy (15 to 19 years),287
2019Q3,Kakamega County,Khwisero,Teen pregnancy (15 to 19 years),147
2019Q3,Kakamega County,Likuyani,Teen pregnancy (15 to 19 years),269
2019Q3,Kakamega County,Lugari,Teen pregnancy (15 to 19 years),455
2019Q3,Kakamega County,Lurambi,Teen pregnancy (15 to 19 years),181
2019Q3,Kakamega County,Malava,Teen pregnancy (15 to 19 years),318
