period,county,type,pregnancy
2018 Q1,Nyeri County,Teen pregnancy (10 to 14 years),9
2018 Q1,Samburu County,Teen pregnancy (10 to 14 years),25
2018 Q1,Siaya County,Teen pregnancy (10 to 14 years),88
2018 Q1,Taita Taveta County,Teen pregnancy (10 to 14 years),14
2018 Q1,Tana River County,Teen pregnancy (10 to 14 years),41
2018 Q1,Tharaka Nithi County,Teen pregnancy (10 to 14 years),18
2018 Q1,Trans Nzoia County,Teen pregnancy (10 to 14 years),107
2018 Q1,Turkana County,Teen pregnancy (10 to 14 years),176
2018 Q1,Uasin Gishu County,Teen pregnancy (10 to 14 years),15
2018 Q1,Vihiga County,Teen pregnancy (10 to 14 years),53
2018 Q1,Wajir County,Teen pregnancy (10 to 14 years),107
2018 Q1,West Pokot County,Teen pregnancy (10 to 14 years),126
2018 Q2,Baringo County,Teen pregnancy (10 to 14 years),462
2018 Q2,Bomet County,Teen pregnancy (10 to 14 years),41
2018 Q2,Bungoma County,Teen pregnancy (10 to 14 years),144
2018 Q2,Busia County,Teen pregnancy (10 to 14 years),142
2018 Q2,Elgeyo Marakwet County,Teen pregnancy (10 to 14 years),31
2018 Q2,Embu County,Teen pregnancy (10 to 14 years),1
2018 Q2,Garissa County,Teen pregnancy (10 to 14 years),477
2018 Q2,Homa Bay County,Teen pregnancy (10 to 14 years),204
2018 Q2,Isiolo County,Teen pregnancy (10 to 14 years),22
2018 Q2,Kajiado County,Teen pregnancy (10 to 14 years),331
2018 Q2,Kakamega County,Teen pregnancy (10 to 14 years),88
2018 Q2,Kericho County,Teen pregnancy (10 to 14 years),125
2018 Q2,Kiambu County,Teen pregnancy (10 to 14 years),22
2018 Q2,Kilifi County,Teen pregnancy (10 to 14 years),29
2018 Q2,Kirinyaga County,Teen pregnancy (10 to 14 years),13
2018 Q2,Kisii County,Teen pregnancy (10 to 14 years),159
2018 Q2,Kisumu County,Teen pregnancy (10 to 14 years),97
2018 Q2,Kitui County,Teen pregnancy (10 to 14 years),183
2018 Q2,Kwale County,Teen pregnancy (10 to 14 years),99
2018 Q2,Laikipia County,Teen pregnancy (10 to 14 years),90
2018 Q2,Lamu County,Teen pregnancy (10 to 14 years),6
2018 Q2,Machakos County,Teen pregnancy (10 to 14 years),84
2018 Q2,Makueni County,Teen pregnancy (10 to 14 years),97
2018 Q2,Mandera County,Teen pregnancy (10 to 14 years),42
2018 Q2,Marsabit County,Teen pregnancy (10 to 14 years),124
2018 Q2,Meru County,Teen pregnancy (10 to 14 years),157
2018 Q2,Migori County,Teen pregnancy (10 to 14 years),164
2018 Q2,Mombasa County,Teen pregnancy (10 to 14 years),187
2018 Q2,Muranga County,Teen pregnancy (10 to 14 years),27
2018 Q2,Nairobi County,Teen pregnancy (10 to 14 years),536
2018 Q2,Nakuru County,Teen pregnancy (10 to 14 years),114
2018 Q2,Nandi County,Teen pregnancy (10 to 14 years),133
2018 Q2,Narok County,Teen pregnancy (10 to 14 years),192
2018 Q2,Nyamira County,Teen pregnancy (10 to 14 years),68
2018 Q2,Nyandarua County,Teen pregnancy (10 to 14 years),35
2018 Q2,Nyeri County,Teen pregnancy (10 to 14 years),8
2018 Q2,Samburu County,Teen pregnancy (10 to 14 years),39
2018 Q2,Siaya County,Teen pregnancy (10 to 14 years),113
2018 Q2,Taita Taveta County,Teen pregnancy (10 to 14 years),12
2018 Q2,Tana River County,Teen pregnancy (10 to 14 years),27
2018 Q2,Tharaka Nithi County,Teen pregnancy (10 to 14 years),62
2018 Q2,Trans Nzoia County,Teen pregnancy (10 to 14 years),343
2018 Q2,Turkana County,Teen pregnancy (10 to 14 years),228
2018 Q2,Uasin Gishu County,Teen pregnancy (10 to 14 years),53
2018 Q2,Vihiga County,Teen pregnancy (10 to 14 years),47
2018 Q2,Wajir County,Teen pregnancy (10 to 14 years),64
2018 Q2,West Pokot County,Teen pregnancy (10 to 14 years),63
2018 Q3,Baringo County,Teen pregnancy (10 to 14 years),175
2018 Q3,Bomet County,Teen pregnancy (10 to 14 years),64
2018 Q3,Bungoma County,Teen pregnancy (10 to 14 years),188
2018 Q3,Busia County,Teen pregnancy (10 to 14 years),76
2018 Q3,Elgeyo Marakwet County,Teen pregnancy (10 to 14 years),31
2018 Q3,Embu County,Teen pregnancy (10 to 14 years),13
2018 Q3,Garissa County,Teen pregnancy (10 to 14 years),105
2018 Q3,Homa Bay County,Teen pregnancy (10 to 14 years),249
2018 Q3,Isiolo County,Teen pregnancy (10 to 14 years),96
2018 Q3,Kajiado County,Teen pregnancy (10 to 14 years),265
2018 Q3,Kakamega County,Teen pregnancy (10 to 14 years),156
2018 Q3,Kericho County,Teen pregnancy (10 to 14 years),162
2018 Q3,Kiambu County,Teen pregnancy (10 to 14 years),127
2018 Q3,Kilifi County,Teen pregnancy (10 to 14 years),25
2018 Q3,Kirinyaga County,Teen pregnancy (10 to 14 years),14
2018 Q3,Kisii County,Teen pregnancy (10 to 14 years),251
2018 Q3,Kisumu County,Teen pregnancy (10 to 14 years),60
2018 Q3,Kitui County,Teen pregnancy (10 to 14 years),358
2018 Q3,Kwale County,Teen pregnancy (10 to 14 years),70
2018 Q3,Laikipia County,Teen pregnancy (10 to 14 years),32
2018 Q3,Lamu County,Teen pregnancy (10 to 14 years),12
2018 Q3,Machakos County,Teen pregnancy (10 to 14 years),12
2018 Q3,Makueni County,Teen pregnancy (10 to 14 years),36
2018 Q3,Mandera County,Teen pregnancy (10 to 14 years),221
2018 Q3,Marsabit County,Teen pregnancy (10 to 14 years),99
2018 Q3,Meru County,Teen pregnancy (10 to 14 years),181
2018 Q3,Migori County,Teen pregnancy (10 to 14 years),154
2018 Q3,Mombasa County,Teen pregnancy (10 to 14 years),10
2018 Q3,Muranga County,Teen pregnancy (10 to 14 years),19
2018 Q3,Nairobi County,Teen pregnancy (10 to 14 years),696
2018 Q3,Nakuru County,Teen pregnancy (10 to 14 years),279
2018 Q3,Nandi County,Teen pregnancy (10 to 14 years),84
2018 Q3,Narok County,Teen pregnancy (10 to 14 years),209
2018 Q3,Nyamira County,Teen pregnancy (10 to 14 years),49
2018 Q3,Nyandarua County,Teen pregnancy (10 to 14 years),91
2018 Q3,Nyeri County,Teen pregnancy (10 to 14 years),18
2018 Q3,Samburu County,Teen pregnancy (10 to 14 years),43
2018 Q3,Siaya County,Teen pregnancy (10 to 14 years),104
2018 Q3,Taita Taveta County,Teen pregnancy (10 to 14 years),10
2018 Q3,Tana River County,Teen pregnancy (10 to 14 years),25
2018 Q3,Tharaka Nithi County,Teen pregnancy (10 to 14 years),49
2018 Q3,Trans Nzoia County,Teen pregnancy (10 to 14 years),85
2018 Q3,Turkana County,Teen pregnancy (10 to 14 years),67
2018 Q3,Uasin Gishu County,Teen pregnancy (10 to 14 years),110
2018 Q3,Vihiga County,Teen pregnancy (10 to 14 years),25
2018 Q3,Wajir County,Teen pregnancy (10 to 14 years),94
2018 Q3,West Pokot County,Teen pregnancy (10 to 14 years),100
2018 Q4,Baringo County,Teen pregnancy (10 to 14 years),169
2018 Q4,Bomet County,Teen pregnancy (10 to 14 years),27
2018 Q4,Bungoma County,Teen pregnancy (10 to 14 years),182
2018 Q4,Busia County,Teen pregnancy (10 to 14 years),72
2018 Q4,Elgeyo Marakwet County,Teen pregnancy (10 to 14 years),61
2018 Q4,Embu County,Teen pregnancy (10 to 14 years),10
2018 Q4,Garissa County,Teen pregnancy (10 to 14 years),87
2018 Q4,Homa Bay County,Teen pregnancy (10 to 14 years),182
2018 Q4,Isiolo County,Teen pregnancy (10 to 14 years),33
2018 Q4,Kajiado County,Teen pregnancy (10 to 14 years),231
2018 Q4,Kakamega County,Teen pregnancy (10 to 14 years),47
2018 Q4,Kericho County,Teen pregnancy (10 to 14 years),150
2018 Q4,Kiambu County,Teen pregnancy (10 to 14 years),97
2018 Q4,Kilifi County,Teen pregnancy (10 to 14 years),89
2018 Q4,Kirinyaga County,Teen pregnancy (10 to 14 years),17
2018 Q4,Kisii County,Teen pregnancy (10 to 14 years),254
2018 Q4,Kisumu County,Teen pregnancy (10 to 14 years),84
2018 Q4,Kitui County,Teen pregnancy (10 to 14 years),130
2018 Q4,Kwale County,Teen pregnancy (10 to 14 years),83
2018 Q4,Laikipia County,Teen pregnancy (10 to 14 years),214
2018 Q4,Lamu County,Teen pregnancy (10 to 14 years),16
2018 Q4,Machakos County,Teen pregnancy (10 to 14 years),26
2018 Q4,Makueni County,Teen pregnancy (10 to 14 years),39
2018 Q4,Mandera County,Teen pregnancy (10 to 14 years),66
2018 Q4,Marsabit County,Teen pregnancy (10 to 14 years),262
2018 Q4,Meru County,Teen pregnancy (10 to 14 years),163
2018 Q4,Migori County,Teen pregnancy (10 to 14 years),146
2018 Q4,Mombasa County,Teen pregnancy (10 to 14 years),20
2018 Q4,Muranga County,Teen pregnancy (10 to 14 years),24
2018 Q4,Nairobi County,Teen pregnancy (10 to 14 years),610
2018 Q4,Nakuru County,Teen pregnancy (10 to 14 years),104
2018 Q4,Nandi County,Teen pregnancy (10 to 14 years),70
2018 Q4,Narok County,Teen pregnancy (10 to 14 years),135
2018 Q4,Nyamira County,Teen pregnancy (10 to 14 years),69
2018 Q4,Nyandarua County,Teen pregnancy (10 to 14 years),32
2018 Q4,Nyeri County,Teen pregnancy (10 to 14 years),30
2018 Q4,Samburu County,Teen pregnancy (10 to 14 years),89
2018 Q4,Siaya County,Teen pregnancy (10 to 14 years),82
2018 Q4,Taita Taveta County,Teen pregnancy (10 to 14 years),8
2018 Q4,Tana River County,Teen pregnancy (10 to 14 years),26
2018 Q4,Tharaka Nithi County,Teen pregnancy (10 to 14 years),10
2018 Q4,Trans Nzoia County,Teen pregnancy (10 to 14 years),56
2018 Q4,Turkana County,Teen pregnancy (10 to 14 years),78
2018 Q4,Uasin Gishu County,Teen pregnancy (10 to 14 years),57
2018 Q4,Vihiga County,Teen pregnancy (10 to 14 years),53
2018 Q4,Wajir County,Teen pregnancy (10 to 14 years),85
2018 Q4,West Pokot County,Teen pregnancy (10 to 14 years),72
2019 Q1,Baringo County,Teen pregnancy (10 to 14 years),60
2019 Q1,Bomet County,Teen pregnancy (10 to 14 years),49
2019 Q1,Bungoma County,Teen pregnancy (10 to 14 years),321
2019 Q1,Busia County,Teen pregnancy (10 to 14 years),66
2019 Q1,Elgeyo Marakwet County,Teen pregnancy (10 to 14 years),12
2019 Q1,Embu County,Teen pregnancy (10 to 14 years),12
2019 Q1,Garissa County,Teen pregnancy (10 to 14 years),151
2019 Q1,Homa Bay County,Teen pregnancy (10 to 14 years),209
2019 Q1,Isiolo County,Teen pregnancy (10 to 14 years),6
2019 Q1,Kajiado County,Teen pregnancy (10 to 14 years),423
2019 Q1,Kakamega County,Teen pregnancy (10 to 14 years),205
2019 Q1,Kericho County,Teen pregnancy (10 to 14 years),588
2019 Q1,Kiambu County,Teen pregnancy (10 to 14 years),180
2019 Q1,Kilifi County,Teen pregnancy (10 to 14 years),41
2019 Q1,Kirinyaga County,Teen pregnancy (10 to 14 years),14
2019 Q1,Kisii County,Teen pregnancy (10 to 14 years),114
2019 Q1,Kisumu County,Teen pregnancy (10 to 14 years),71
2019 Q1,Kitui County,Teen pregnancy (10 to 14 years),92
2019 Q1,Kwale County,Teen pregnancy (10 to 14 years),136
2019 Q1,Laikipia County,Teen pregnancy (10 to 14 years),24
2019 Q1,Lamu County,Teen pregnancy (10 to 14 years),8
2019 Q1,Machakos County,Teen pregnancy (10 to 14 years),177
2019 Q1,Makueni County,Teen pregnancy (10 to 14 years),43
2019 Q1,Mandera County,Teen pregnancy (10 to 14 years),31
2019 Q1,Marsabit County,Teen pregnancy (10 to 14 years),52
2019 Q1,Meru County,Teen pregnancy (10 to 14 years),107
2019 Q1,Migori County,Teen pregnancy (10 to 14 years),129
2019 Q1,Mombasa County,Teen pregnancy (10 to 14 years),8
2019 Q1,Muranga County,Teen pregnancy (10 to 14 years),11
2019 Q1,Nairobi County,Teen pregnancy (10 to 14 years),550
2019 Q1,Nakuru County,Teen pregnancy (10 to 14 years),154
2019 Q1,Nandi County,Teen pregnancy (10 to 14 years),137
2019 Q1,Narok County,Teen pregnancy (10 to 14 years),145
2019 Q1,Nyamira County,Teen pregnancy (10 to 14 years),130
2019 Q1,Nyandarua County,Teen pregnancy (10 to 14 years),10
2019 Q1,Nyeri County,Teen pregnancy (10 to 14 years),60
2019 Q1,Samburu County,Teen pregnancy (10 to 14 years),223
2019 Q1,Siaya County,Teen pregnancy (10 to 14 years),84
2019 Q1,Taita Taveta County,Teen pregnancy (10 to 14 years),36
2019 Q1,Tana River County,Teen pregnancy (10 to 14 years),63
2019 Q1,Tharaka Nithi County,Teen pregnancy (10 to 14 years),12
2019 Q1,Trans Nzoia County,Teen pregnancy (10 to 14 years),79
2019 Q1,Turkana County,Teen pregnancy (10 to 14 years),246
2019 Q1,Uasin Gishu County,Teen pregnancy (10 to 14 years),12
2019 Q1,Vihiga County,Teen pregnancy (10 to 14 years),45
2019 Q1,Wajir County,Teen pregnancy (10 to 14 years),79
2019 Q1,West Pokot County,Teen pregnancy (10 to 14 years),196
2019 Q2,Baringo County,Teen pregnancy (10 to 14 years),63
2019 Q2,Bomet County,Teen pregnancy (10 to 14 years),37
2019 Q2,Bungoma County,Teen pregnancy (10 to 14 years),77
2019 Q2,Busia County,Teen pregnancy (10 to 14 years),71
2019 Q2,Elgeyo Marakwet County,Teen pregnancy (10 to 14 years),13
2019 Q2,Embu County,Teen pregnancy (10 to 14 years),4
2019 Q2,Garissa County,Teen pregnancy (10 to 14 years),135
2019 Q2,Homa Bay County,Teen pregnancy (10 to 14 years),302
2019 Q2,Isiolo County,Teen pregnancy (10 to 14 years),0
2019 Q2,Kajiado County,Teen pregnancy (10 to 14 years),491
2019 Q2,Kakamega County,Teen pregnancy (10 to 14 years),79
2019 Q2,Kericho County,Teen pregnancy (10 to 14 years),236
2019 Q2,Kiambu County,Teen pregnancy (10 to 14 years),17
2019 Q2,Kilifi County,Teen pregnancy (10 to 14 years),24
2019 Q2,Kirinyaga County,Teen pregnancy (10 to 14 years),15
2019 Q2,Kisii County,Teen pregnancy (10 to 14 years),119
2019 Q2,Kisumu County,Teen pregnancy (10 to 14 years),128
2019 Q2,Kitui County,Teen pregnancy (10 to 14 years),128
2019 Q2,Kwale County,Teen pregnancy (10 to 14 years),129
2019 Q2,Laikipia County,Teen pregnancy (10 to 14 years),21
2019 Q2,Lamu County,Teen pregnancy (10 to 14 years),4
2019 Q2,Machakos County,Teen pregnancy (10 to 14 years),116
2019 Q2,Makueni County,Teen pregnancy (10 to 14 years),37
2019 Q2,Mandera County,Teen pregnancy (10 to 14 years),78
2019 Q2,Marsabit County,Teen pregnancy (10 to 14 years),50
2019 Q2,Meru County,Teen pregnancy (10 to 14 years),110
2019 Q2,Migori County,Teen pregnancy (10 to 14 years),196
2019 Q2,Mombasa County,Teen pregnancy (10 to 14 years),43
2019 Q2,Muranga County,Teen pregnancy (10 to 14 years),15
2019 Q2,Nairobi County,Teen pregnancy (10 to 14 years),619
2019 Q2,Nakuru County,Teen pregnancy (10 to 14 years),518
2019 Q2,Nandi County,Teen pregnancy (10 to 14 years),47
2019 Q2,Narok County,Teen pregnancy (10 to 14 years),313
2019 Q2,Nyamira County,Teen pregnancy (10 to 14 years),99
2019 Q2,Nyandarua County,Teen pregnancy (10 to 14 years),12
2019 Q2,Nyeri County,Teen pregnancy (10 to 14 years),32
2019 Q2,Samburu County,Teen pregnancy (10 to 14 years),69
2019 Q2,Siaya County,Teen pregnancy (10 to 14 years),146
2019 Q2,Taita Taveta County,Teen pregnancy (10 to 14 years),15
2019 Q2,Tana River County,Teen pregnancy (10 to 14 years),15
2019 Q2,Tharaka Nithi County,Teen pregnancy (10 to 14 years),36
2019 Q2,Trans Nzoia County,Teen pregnancy (10 to 14 years),36
2019 Q2,Turkana County,Teen pregnancy (10 to 14 years),90
2019 Q2,Uasin Gishu County,Teen pregnancy (10 to 14 years),30
2019 Q2,Vihiga County,Teen pregnancy (10 to 14 years),60
2019 Q2,Wajir County,Teen pregnancy (10 to 14 years),75
2019 Q2,West Pokot County,Teen pregnancy (10 to 14 years),152
2019 Q3,Baringo County,Teen pregnancy (10 to 14 years),23
2019 Q3,Bomet County,Teen pregnancy (10 to 14 years),225
2019 Q3,Bungoma County,Teen pregnancy (10 to 14 years),137
2019 Q3,Busia County,Teen pregnancy (10 to 14 years),30
2019 Q3,Elgeyo Marakwet County,Teen pregnancy (10 to 14 years),23
2019 Q3,Embu County,Teen pregnancy (10 to 14 years),4
2019 Q3,Garissa County,Teen pregnancy (10 to 14 years),490
2019 Q3,Homa Bay County,Teen pregnancy (10 to 14 years),210
2019 Q3,Isiolo County,Teen pregnancy (10 to 14 years),4
2019 Q3,Kajiado County,Teen pregnancy (10 to 14 years),349
2019 Q3,Kakamega County,Teen pregnancy (10 to 14 years),155
2019 Q3,Kericho County,Teen pregnancy (10 to 14 years),70
2019 Q3,Kiambu County,Teen pregnancy (10 to 14 years),148
2019 Q3,Kilifi County,Teen pregnancy (10 to 14 years),42
2019 Q3,Kirinyaga County,Teen pregnancy (10 to 14 years),4
2019 Q3,Kisii County,Teen pregnancy (10 to 14 years),134
2019 Q3,Kisumu County,Teen pregnancy (10 to 14 years),51
2019 Q3,Kitui County,Teen pregnancy (10 to 14 years),113
2019 Q3,Kwale County,Teen pregnancy (10 to 14 years),117
2019 Q3,Laikipia County,Teen pregnancy (10 to 14 years),27
2019 Q3,Lamu County,Teen pregnancy (10 to 14 years),4
2019 Q3,Machakos County,Teen pregnancy (10 to 14 years),31
2019 Q3,Makueni County,Teen pregnancy (10 to 14 years),129
2019 Q3,Mandera County,Teen pregnancy (10 to 14 years),104
2019 Q3,Marsabit County,Teen pregnancy (10 to 14 years),83
2019 Q3,Meru County,Teen pregnancy (10 to 14 years),126
2019 Q3,Migori County,Teen pregnancy (10 to 14 years),120
2019 Q3,Mombasa County,Teen pregnancy (10 to 14 years),10
2019 Q3,Muranga County,Teen pregnancy (10 to 14 years),17
2019 Q3,Nairobi County,Teen pregnancy (10 to 14 years),832
2019 Q3,Nakuru County,Teen pregnancy (10 to 14 years),427
2019 Q3,Nandi County,Teen pregnancy (10 to 14 years),35
2019 Q3,Narok County,Teen pregnancy (10 to 14 years),223
2019 Q3,Nyamira County,Teen pregnancy (10 to 14 years),106
2019 Q3,Nyandarua County,Teen pregnancy (10 to 14 years),16
2019 Q3,Nyeri County,Teen pregnancy (10 to 14 years),70
2019 Q3,Samburu County,Teen pregnancy (10 to 14 years),96
2019 Q3,Siaya County,Teen pregnancy (10 to 14 years),88
2019 Q3,Taita Taveta County,Teen pregnancy (10 to 14 years),8
2019 Q3,Tana River County,Teen pregnancy (10 to 14 years),27
2019 Q3,Tharaka Nithi County,Teen pregnancy (10 to 14 years),56
2019 Q3,Trans Nzoia County,Teen pregnancy (10 to 14 years),70
2019 Q3,Turkana County,Teen pregnancy (10 to 14 years),52
2019 Q3,Uasin Gishu County,Teen pregnancy (10 to 14 years),40
2019 Q3,Vihiga County,Teen pregnancy (10 to 14 years),21
2019 Q3,Wajir County,Teen pregnancy (10 to 14 years),49
2019 Q3,West Pokot County,Teen pregnancy (10 to 14 years),88
2019 Q4,Baringo County,Teen pregnancy (10 to 14 years),77
2019 Q4,Bomet County,Teen pregnancy (10 to 14 years),64
2019 Q4,Bungoma County,Teen pregnancy (10 to 14 years),57
2019 Q4,Busia County,Teen pregnancy (10 to 14 years),112
2019 Q4,Elgeyo Marakwet County,Teen pregnancy (10 to 14 years),11
2019 Q4,Embu County,Teen pregnancy (10 to 14 years),5
2019 Q4,Garissa County,Teen pregnancy (10 to 14 years),125
2019 Q4,Homa Bay County,Teen pregnancy (10 to 14 years),236
2019 Q4,Isiolo County,Teen pregnancy (10 to 14 years),4
2019 Q4,Kajiado County,Teen pregnancy (10 to 14 years),260
2019 Q4,Kakamega County,Teen pregnancy (10 to 14 years),97
2019 Q4,Kericho County,Teen pregnancy (10 to 14 years),112
2019 Q4,Kiambu County,Teen pregnancy (10 to 14 years),33
2019 Q4,Kilifi County,Teen pregnancy (10 to 14 years),29
2019 Q4,Kirinyaga County,Teen pregnancy (10 to 14 years),20
2019 Q4,Kisii County,Teen pregnancy (10 to 14 years),356
2019 Q4,Kisumu County,Teen pregnancy (10 to 14 years),61
2019 Q4,Kitui County,Teen pregnancy (10 to 14 years),51
2019 Q4,Kwale County,Teen pregnancy (10 to 14 years),65
2019 Q4,Laikipia County,Teen pregnancy (10 to 14 years),34
2019 Q4,Lamu County,Teen pregnancy (10 to 14 years),6
2019 Q4,Machakos County,Teen pregnancy (10 to 14 years),44
2019 Q4,Makueni County,Teen pregnancy (10 to 14 years),77
2019 Q4,Mandera County,Teen pregnancy (10 to 14 years),75
2019 Q4,Marsabit County,Teen pregnancy (10 to 14 years),42
2019 Q4,Meru County,Teen pregnancy (10 to 14 years),130
2019 Q4,Migori County,Teen pregnancy (10 to 14 years),89
2019 Q4,Mombasa County,Teen pregnancy (10 to 14 years),13
2019 Q4,Muranga County,Teen pregnancy (10 to 14 years),17
2019 Q4,Nairobi County,Teen pregnancy (10 to 14 years),431
2019 Q4,Nakuru County,Teen pregnancy (10 to 14 years),411
2019 Q4,Nandi County,Teen pregnancy (10 to 14 years),58
2019 Q4,Narok County,Teen pregnancy (10 to 14 years),229
2019 Q4,Nyamira County,Teen pregnancy (10 to 14 years),92
2019 Q4,Nyandarua County,Teen pregnancy (10 to 14 years),9
2019 Q4,Nyeri County,Teen pregnancy (10 to 14 years),34
2019 Q4,Samburu County,Teen pregnancy (10 to 14 years),108
2019 Q4,Siaya County,Teen pregnancy (10 to 14 years),68
2019 Q4,Taita Taveta County,Teen pregnancy (10 to 14 years),33
2019 Q4,Tana River County,Teen pregnancy (10 to 14 years),38
2019 Q4,Tharaka Nithi County,Teen pregnancy (10 to 14 years),47
2019 Q4,Trans Nzoia County,Teen pregnancy (10 to 14 years),125
2019 Q4,Turkana County,Teen pregnancy (10 to 14 years),172
2019 Q4,Uasin Gishu County,Teen pregnancy (10 to 14 years),45
2019 Q4,Vihiga County,Teen pregnancy (10 to 14 years),50
2019 Q4,Wajir County,Teen pregnancy (10 to 14 years),67
2019 Q4,West Pokot County,Teen pregnancy (10 to 14 years),57
2020 Q1,Baringo County,Teen pregnancy (10 to 14 years),90
2020 Q1,Bomet County,Teen pregnancy (10 to 14 years),33
2020 Q1,Bungoma County,Teen pregnancy (10 to 14 years),80
2020 Q1,Busia County,Teen pregnancy (10 to 14 years),33
2020 Q1,Elgeyo Marakwet County,Teen pregnancy (10 to 14 years),70
2020 Q1,Embu County,Teen pregnancy (10 to 14 years),4
2020 Q1,Garissa County,Teen pregnancy (10 to 14 years),4
2020 Q1,Homa Bay County,Teen pregnancy (10 to 14 years),271
2020 Q1,Isiolo County,Teen pregnancy (10 to 14 years),15
2020 Q1,Kajiado County,Teen pregnancy (10 to 14 years),365
2020 Q1,Kakamega County,Teen pregnancy (10 to 14 years),171
2020 Q1,Kericho County,Teen pregnancy (10 to 14 years),80
2020 Q1,Kiambu County,Teen pregnancy (10 to 14 years),84
2020 Q1,Kilifi County,Teen pregnancy (10 to 14 years),32
2020 Q1,Kirinyaga County,Teen pregnancy (10 to 14 years),18
2020 Q1,Kisii County,Teen pregnancy (10 to 14 years),189
2020 Q1,Kisumu County,Teen pregnancy (10 to 14 years),54
2020 Q1,Kitui County,Teen pregnancy (10 to 14 years),23
2020 Q1,Kwale County,Teen pregnancy (10 to 14 years),41
2020 Q1,Laikipia County,Teen pregnancy (10 to 14 years),10
2020 Q1,Lamu County,Teen pregnancy (10 to 14 years),2
2020 Q1,Machakos County,Teen pregnancy (10 to 14 years),21
2020 Q1,Makueni County,Teen pregnancy (10 to 14 years),35
2020 Q1,Mandera County,Teen pregnancy (10 to 14 years),81
2020 Q1,Marsabit County,Teen pregnancy (10 to 14 years),39
2020 Q1,Meru County,Teen pregnancy (10 to 14 years),68
2020 Q1,Migori County,Teen pregnancy (10 to 14 years),132
2020 Q1,Mombasa County,Teen pregnancy (10 to 14 years),3
2020 Q1,Muranga County,Teen pregnancy (10 to 14 years),10
2020 Q1,Nairobi County,Teen pregnancy (10 to 14 years),963
2020 Q1,Nakuru County,Teen pregnancy (10 to 14 years),371
2020 Q1,Nandi County,Teen pregnancy (10 to 14 years),113
2020 Q1,Narok County,Teen pregnancy (10 to 14 years),202
2020 Q1,Nyamira County,Teen pregnancy (10 to 14 years),153
2020 Q1,Nyandarua County,Teen pregnancy (10 to 14 years),9
2020 Q1,Nyeri County,Teen pregnancy (10 to 14 years),35
2020 Q1,Samburu County,Teen pregnancy (10 to 14 years),104
2020 Q1,Siaya County,Teen pregnancy (10 to 14 years),161
2020 Q1,Taita Taveta County,Teen pregnancy (10 to 14 years),15
2020 Q1,Tana River County,Teen pregnancy (10 to 14 years),203
2020 Q1,Tharaka Nithi County,Teen pregnancy (10 to 14 years),47
2020 Q1,Trans Nzoia County,Teen pregnancy (10 to 14 years),97
2020 Q1,Turkana County,Teen pregnancy (10 to 14 years),226
2020 Q1,Uasin Gishu County,Teen pregnancy (10 to 14 years),27
2020 Q1,Vihiga County,Teen pregnancy (10 to 14 years),59
2020 Q1,Wajir County,Teen pregnancy (10 to 14 years),30
2020 Q1,West Pokot County,Teen pregnancy (10 to 14 years),28
2020 Q2,Baringo County,Teen pregnancy (10 to 14 years),33
2020 Q2,Bomet County,Teen pregnancy (10 to 14 years),49
2020 Q2,Bungoma County,Teen pregnancy (10 to 14 years),76
2020 Q2,Busia County,Teen pregnancy (10 to 14 years),22
2020 Q2,Elgeyo Marakwet County,Teen pregnancy (10 to 14 years),9
2020 Q2,Embu County,Teen pregnancy (10 to 14 years),4
2020 Q2,Garissa County,Teen pregnancy (10 to 14 years),14
2020 Q2,Homa Bay County,Teen pregnancy (10 to 14 years),186
2020 Q2,Isiolo County,Teen pregnancy (10 to 14 years),26
2020 Q2,Kajiado County,Teen pregnancy (10 to 14 years),434
2020 Q2,Kakamega County,Teen pregnancy (10 to 14 years),51
2020 Q2,Kericho County,Teen pregnancy (10 to 14 years),22
2020 Q2,Kiambu County,Teen pregnancy (10 to 14 years),8
2020 Q2,Kilifi County,Teen pregnancy (10 to 14 years),24
2020 Q2,Kirinyaga County,Teen pregnancy (10 to 14 years),7
2020 Q2,Kisii County,Teen pregnancy (10 to 14 years),159
2020 Q2,Kisumu County,Teen pregnancy (10 to 14 years),41
2020 Q2,Kitui County,Teen pregnancy (10 to 14 years),28
2020 Q2,Kwale County,Teen pregnancy (10 to 14 years),18
2020 Q2,Laikipia County,Teen pregnancy (10 to 14 years),21
2020 Q2,Lamu County,Teen pregnancy (10 to 14 years),3
2020 Q2,Machakos County,Teen pregnancy (10 to 14 years),10
2020 Q2,Makueni County,Teen pregnancy (10 to 14 years),39
2020 Q2,Mandera County,Teen pregnancy (10 to 14 years),34
2020 Q2,Marsabit County,Teen pregnancy (10 to 14 years),14
2020 Q2,Meru County,Teen pregnancy (10 to 14 years),186
2020 Q2,Migori County,Teen pregnancy (10 to 14 years),84
2020 Q2,Mombasa County,Teen pregnancy (10 to 14 years),62
2020 Q2,Muranga County,Teen pregnancy (10 to 14 years),19
2020 Q2,Nairobi County,Teen pregnancy (10 to 14 years),278
2020 Q2,Nakuru County,Teen pregnancy (10 to 14 years),31
2020 Q2,Nandi County,Teen pregnancy (10 to 14 years),22
2020 Q2,Narok County,Teen pregnancy (10 to 14 years),160
2020 Q2,Nyamira County,Teen pregnancy (10 to 14 years),64
2020 Q2,Nyandarua County,Teen pregnancy (10 to 14 years),6
2020 Q2,Nyeri County,Teen pregnancy (10 to 14 years),8
2020 Q2,Samburu County,Teen pregnancy (10 to 14 years),117
